时间,电价(RRP),阶段,z值,电量(kWh),累计电量(kWh),成本/收益,周期总收益
2025-10-24 03:35:00,138.04,discharge,0.0,-0.0,1139.9199999999998,0.0,114756.0469
2025-10-24 03:40:00,144.66,discharge,0.0,-0.0,1139.9199999999998,0.0,114756.0469
2025-10-24 03:45:00,139.45,discharge,0.0,-0.0,1139.9199999999998,0.0,114756.0469
2025-10-24 03:50:00,138.04,discharge,0.0,-0.0,1139.9199999999998,0.0,114756.0469
2025-10-24 03:55:00,141.88,discharge,0.0,-0.0,1139.9199999999998,0.0,114756.0469
2025-10-24 04:00:00,160.14,discharge,0.0,-0.0,1139.9199999999998,0.0,114756.0469
2025-10-24 04:05:00,161.96,discharge,0.0,-0.0,1139.9199999999998,0.0,114756.0469
2025-10-24 04:10:00,162.51,discharge,0.0,-0.0,1139.9199999999998,0.0,114756.0469
2025-10-24 04:15:00,201.69,discharge,0.0,-200.0,939.9199999999998,40.338,114756.0469
2025-10-24 04:20:00,161.52,discharge,0.0,-0.0,939.9199999999998,0.0,114756.0469
2025-10-24 04:25:00,163.21,discharge,0.0,-0.0,939.9199999999998,0.0,114756.0469
2025-10-24 04:30:00,163.19,discharge,0.0,-0.0,939.9199999999998,0.0,114756.0469
2025-10-24 04:35:00,201.38,discharge,0.0,-139.92,799.9999999999999,28.177089599999995,114756.0469
2025-10-24 04:40:00,140.49,discharge,0.0,-0.0,799.9999999999999,0.0,114756.0469
2025-10-24 04:45:00,170.44,discharge,0.0,-0.0,799.9999999999999,0.0,114756.0469
2025-10-24 04:50:00,219.22,discharge,0.0,-200.0,599.9999999999999,43.844,114756.0469
2025-10-24 04:55:00,170.44,discharge,0.0,-0.0,599.9999999999999,0.0,114756.0469
2025-10-24 05:00:00,198.0,discharge,0.0,-0.0,599.9999999999999,0.0,114756.0469
2025-10-24 05:05:00,170.44,discharge,0.0,-0.0,599.9999999999999,0.0,114756.0469
2025-10-24 05:10:00,234.43,discharge,0.0,-200.0,399.9999999999999,46.886,114756.0469
2025-10-24 05:15:00,145.79,discharge,0.0,-0.0,399.9999999999999,0.0,114756.0469
2025-10-24 05:20:00,165.56,discharge,0.0,-0.0,399.9999999999999,0.0,114756.0469
2025-10-24 05:25:00,170.44,discharge,0.0,-0.0,399.9999999999999,0.0,114756.0469
2025-10-24 05:30:00,156.9,discharge,0.0,-0.0,399.9999999999999,0.0,114756.0469
2025-10-24 05:35:00,145.56,discharge,0.0,-0.0,399.9999999999999,0.0,114756.0469
2025-10-24 05:40:00,145.03,discharge,0.0,-0.0,399.9999999999999,0.0,114756.0469
2025-10-24 05:45:00,190.57,discharge,0.0,-0.0,399.9999999999999,0.0,114756.0469
2025-10-24 05:50:00,190.26,discharge,0.0,-0.0,399.9999999999999,0.0,114756.0469
2025-10-24 05:55:00,240.01,discharge,0.0,-200.0,199.9999999999999,48.002,114756.0469
2025-10-24 06:00:00,148.0,discharge,0.0,-0.0,199.9999999999999,0.0,114756.0469
2025-10-24 06:05:00,238.91,discharge,0.0,-200.0,0.0,47.782,114756.0469
2025-10-24 06:10:00,162.22,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:15:00,170.44,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:20:00,138.04,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:25:00,190.08,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:30:00,114.8,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:35:00,105.0,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:40:00,107.47,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:45:00,112.48,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:50:00,106.74,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 06:55:00,106.67,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:00:00,138.04,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:05:00,90.44,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:10:00,62.28,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:15:00,90.44,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:20:00,90.44,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:25:00,90.44,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:30:00,61.6,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:35:00,91.15,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:40:00,8.2,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:45:00,8.51,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:50:00,8.47,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 07:55:00,90.44,discharge,0.0,-0.0,0.0,0.0,114756.0469
2025-10-24 23:00:00,149.23,charge,0.0,55.83,55.83,-8.3315109,84766.79810000001
2025-10-24 23:05:00,138.04,charge,0.0,55.83,111.66,-7.7067732,84766.79810000001
2025-10-24 23:10:00,138.04,charge,0.0,55.83,167.49,-7.7067732,84766.79810000001
2025-10-24 23:15:00,157.41,charge,0.0,55.83,223.32,-8.7882003,84766.79810000001
2025-10-24 23:20:00,160.76,charge,0.0,55.83,279.15,-8.975230799999999,84766.79810000001
2025-10-24 23:25:00,148.63,charge,0.0,55.83,334.97999999999996,-8.2980129,84766.79810000001
2025-10-24 23:30:00,163.01,charge,0.0,55.83,390.80999999999995,-9.1008483,84766.79810000001
2025-10-24 23:35:00,143.57,charge,0.0,55.830000000000005,446.63999999999993,-8.0155131,84766.79810000001
2025-10-24 23:40:00,170.04,charge,0.0,55.83,502.4699999999999,-9.493333199999999,84766.79810000001
2025-10-24 23:45:00,145.73,charge,0.0,55.83,558.3,-8.1361059,84766.79810000001
2025-10-24 23:50:00,167.53,charge,0.0,55.83,614.13,-9.3531999,84766.79810000001
2025-10-24 23:55:00,123.53,charge,0.0,55.83,669.96,-6.8966799000000005,84766.79810000001
2025-10-25 00:00:00,156.44,charge,0.0,55.83,725.7900000000001,-8.7340452,84766.79810000001
2025-10-25 00:05:00,147.38,charge,0.0,55.83,781.6200000000001,-8.2282254,84766.79810000001
2025-10-25 00:10:00,158.03,charge,0.0,55.83,837.4500000000002,-8.8228149,84766.79810000001
2025-10-25 00:15:00,148.0,charge,0.0,55.83,893.2800000000002,-8.26284,84766.79810000001
2025-10-25 00:20:00,152.88,charge,0.0,55.83,949.1100000000002,-8.5352904,84766.79810000001
2025-10-25 00:25:00,132.94,charge,0.0,55.83,1004.9400000000003,-7.4220402,84766.79810000001
2025-10-25 00:30:00,165.65,charge,0.0,55.83,1060.7700000000002,-9.2482395,84766.79810000001
2025-10-25 00:35:00,115.37,charge,0.0,55.83,1116.6000000000001,-6.4411071,84766.79810000001
2025-10-25 00:40:00,170.44,charge,0.0,55.83,1172.43,-9.515665199999999,84766.79810000001
2025-10-25 00:45:00,142.23,charge,0.0,55.83,1228.26,-7.940700899999999,84766.79810000001
2025-10-25 00:50:00,179.99,charge,0.0,55.83,1284.09,-10.0488417,84766.79810000001
2025-10-25 00:55:00,155.66,charge,0.0,55.83,1339.9199999999998,-8.6904978,84766.79810000001
2025-10-25 01:00:00,155.65,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:05:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:10:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:15:00,201.44,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:20:00,145.51,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:25:00,200.19,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:30:00,146.39,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:35:00,198.0,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:40:00,198.0,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:45:00,198.0,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:50:00,194.49,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 01:55:00,189.96,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 02:00:00,189.07,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 02:05:00,196.88,discharge,0.0,-0.0,1339.9199999999998,0.0,84766.79810000001
2025-10-25 02:10:00,214.49,discharge,0.0,-200.0,1139.9199999999998,42.898,84766.79810000001
2025-10-25 02:15:00,196.51,discharge,0.0,-0.0,1139.9199999999998,0.0,84766.79810000001
2025-10-25 02:20:00,148.09,discharge,0.0,-0.0,1139.9199999999998,0.0,84766.79810000001
2025-10-25 02:25:00,180.26,discharge,0.0,-0.0,1139.9199999999998,0.0,84766.79810000001
2025-10-25 02:30:00,197.73,discharge,0.0,-0.0,1139.9199999999998,0.0,84766.79810000001
2025-10-25 02:35:00,170.44,discharge,0.0,-0.0,1139.9199999999998,0.0,84766.79810000001
2025-10-25 02:40:00,196.01,discharge,0.0,-0.0,1139.9199999999998,0.0,84766.79810000001
2025-10-25 02:45:00,215.47,discharge,0.0,-200.0,939.9199999999998,43.094,84766.79810000001
2025-10-25 02:50:00,175.99,discharge,0.0,-0.0,939.9199999999998,0.0,84766.79810000001
2025-10-25 02:55:00,212.6,discharge,0.0,-200.0,739.9199999999998,42.52,84766.79810000001
2025-10-25 03:00:00,203.98,discharge,0.0,-0.0,739.9199999999998,0.0,84766.79810000001
2025-10-25 03:05:00,215.19,discharge,0.0,-200.0,539.9199999999998,43.038,84766.79810000001
2025-10-25 03:10:00,208.9,discharge,0.0,-139.92,399.9999999999999,29.229287999999997,84766.79810000001
2025-10-25 03:15:00,217.52,discharge,0.0,-200.0,199.9999999999999,43.504,84766.79810000001
2025-10-25 03:20:00,154.45,discharge,0.0,-0.0,199.9999999999999,0.0,84766.79810000001
2025-10-25 03:25:00,215.88,discharge,0.0,-200.0,0.0,43.176,84766.79810000001
2025-10-25 03:30:00,154.34,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 03:35:00,155.07,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 03:40:00,153.68,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 03:45:00,163.77,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 03:50:00,151.45,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 03:55:00,152.23,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:00:00,151.5,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:05:00,151.75,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:10:00,158.22,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:15:00,140.37,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:20:00,137.13,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:25:00,138.04,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:30:00,142.21,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:35:00,138.85,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:40:00,138.7,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:45:00,139.1,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:50:00,139.58,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 04:55:00,106.44,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:00:00,141.23,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:05:00,115.67,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:10:00,98.77,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:15:00,144.88,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:20:00,142.61,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:25:00,123.45,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:30:00,118.17,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:35:00,145.7,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:40:00,125.26,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:45:00,135.82,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:50:00,110.84,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 05:55:00,106.88,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:00:00,95.47,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:05:00,101.51,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:10:00,99.86,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:15:00,82.23,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:20:00,82.0,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:25:00,84.09,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:30:00,70.18,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:35:00,71.03,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:40:00,80.12,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:45:00,68.45,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:50:00,39.44,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 06:55:00,60.61,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:00:00,53.16,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:05:00,63.3,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:10:00,38.65,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:15:00,9.48,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:20:00,58.8,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:25:00,46.0,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:30:00,31.79,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:35:00,60.41,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:40:00,52.82,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:45:00,9.14,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:50:00,36.62,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 07:55:00,31.17,discharge,0.0,-0.0,0.0,0.0,84766.79810000001
2025-10-25 23:00:00,74.35,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:05:00,84.58,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:10:00,79.05,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:15:00,102.93,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:20:00,87.68,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:25:00,108.81,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:30:00,79.05,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:35:00,108.68,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:40:00,108.16,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:45:00,101.46,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:50:00,102.54,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-25 23:55:00,85.69,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:00:00,77.51,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:05:00,70.75,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:10:00,65.43,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:15:00,71.43,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:20:00,61.66,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:25:00,62.32,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:30:00,62.01,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:35:00,60.74,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:40:00,62.09,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:45:00,60.08,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:50:00,60.02,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 00:55:00,58.29,charge,0.0,0.0,0.0,-0.0,0.0
2025-10-26 01:00:00,39.98,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:05:00,46.06,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:10:00,41.12,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:15:00,45.9,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:20:00,37.76,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:25:00,34.1,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:30:00,30.41,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:35:00,38.35,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:40:00,35.89,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:45:00,31.76,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:50:00,33.2,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 01:55:00,31.48,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:00:00,35.45,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:05:00,37.85,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:10:00,34.3,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:15:00,34.6,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:20:00,35.46,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:25:00,31.11,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:30:00,31.02,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:35:00,36.92,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:40:00,32.51,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:45:00,28.34,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:50:00,26.16,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 02:55:00,26.56,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:00:00,25.52,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:05:00,29.41,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:10:00,30.45,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:15:00,29.5,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:20:00,27.02,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:25:00,31.6,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:30:00,30.87,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:35:00,31.21,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:40:00,35.34,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:45:00,27.82,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:50:00,31.06,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 03:55:00,30.93,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:00:00,30.78,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:05:00,26.14,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:10:00,27.67,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:15:00,28.41,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:20:00,29.2,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:25:00,28.44,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:30:00,29.1,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:35:00,27.89,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:40:00,28.03,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:45:00,29.56,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:50:00,32.23,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 04:55:00,34.1,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:00:00,37.58,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:05:00,35.97,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:10:00,41.57,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:15:00,41.85,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:20:00,42.47,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:25:00,42.56,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:30:00,42.68,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:35:00,42.09,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:40:00,37.66,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:45:00,37.08,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:50:00,43.27,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 05:55:00,31.56,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:00:00,24.58,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:05:00,27.1,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:10:00,10.88,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:15:00,0.01,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:20:00,7.86,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:25:00,0.6,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:30:00,7.69,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:35:00,27.27,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:40:00,31.31,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:45:00,37.43,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:50:00,31.16,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 06:55:00,7.67,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 07:00:00,7.57,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 07:05:00,7.49,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 07:10:00,7.45,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 07:15:00,0.01,discharge,0.0,-0.0,0.0,0.0,0.0
2025-10-26 07:20:00,-3.27,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-26 07:25:00,-3.25,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-26 07:30:00,-10.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-26 07:35:00,-10.8,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-26 07:40:00,-11.66,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-26 07:45:00,-10.8,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-26 07:50:00,-11.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-26 07:55:00,-11.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-26 23:00:00,7.56,charge,0.0,55.83,55.83,-0.42207479999999997,712930.2746
2025-10-26 23:05:00,-5.81,charge,0.0,55.83,111.66,0.3243723,712930.2746
2025-10-26 23:10:00,-1.55,charge,0.0,55.83,167.49,0.0865365,712930.2746
2025-10-26 23:15:00,-1.54,charge,0.0,55.83,223.32,0.0859782,712930.2746
2025-10-26 23:20:00,-1.79,charge,0.0,55.83,279.15,0.0999357,712930.2746
2025-10-26 23:25:00,-1.74,charge,0.0,55.83,334.97999999999996,0.0971442,712930.2746
2025-10-26 23:30:00,-0.91,charge,0.0,55.83,390.80999999999995,0.050805300000000005,712930.2746
2025-10-26 23:35:00,-1.46,charge,0.0,55.830000000000005,446.63999999999993,0.08151180000000001,712930.2746
2025-10-26 23:40:00,-0.66,charge,0.0,55.83,502.4699999999999,0.0368478,712930.2746
2025-10-26 23:45:00,-1.38,charge,0.0,55.83,558.3,0.07704539999999999,712930.2746
2025-10-26 23:50:00,-1.52,charge,0.0,55.83,614.13,0.0848616,712930.2746
2025-10-26 23:55:00,-5.81,charge,0.0,55.83,669.96,0.3243723,712930.2746
2025-10-27 00:00:00,31.3,charge,0.0,55.83,725.7900000000001,-1.747479,712930.2746
2025-10-27 00:05:00,4.85,charge,0.0,55.83,781.6200000000001,-0.27077549999999995,712930.2746
2025-10-27 00:10:00,3.0,charge,0.0,55.83,837.4500000000002,-0.16749,712930.2746
2025-10-27 00:15:00,2.11,charge,0.0,55.83,893.2800000000002,-0.11780129999999998,712930.2746
2025-10-27 00:20:00,0.01,charge,0.0,55.83,949.1100000000002,-0.0005583000000000001,712930.2746
2025-10-27 00:25:00,0.0,charge,0.0,55.83,1004.9400000000003,-0.0,712930.2746
2025-10-27 00:30:00,0.0,charge,0.0,55.83,1060.7700000000002,-0.0,712930.2746
2025-10-27 00:35:00,0.0,charge,0.0,55.83,1116.6000000000001,-0.0,712930.2746
2025-10-27 00:40:00,3.06,charge,0.0,55.83,1172.43,-0.17083979999999999,712930.2746
2025-10-27 00:45:00,0.0,charge,0.0,55.83,1228.26,-0.0,712930.2746
2025-10-27 00:50:00,-1.14,charge,0.0,55.83,1284.09,0.0636462,712930.2746
2025-10-27 00:55:00,-5.68,charge,0.0,55.83,1339.9199999999998,0.31711439999999996,712930.2746
2025-10-27 01:00:00,-5.68,discharge,0.0,-0.0,1339.9199999999998,-0.0,712930.2746
2025-10-27 01:05:00,-3.41,discharge,0.0,-0.0,1339.9199999999998,-0.0,712930.2746
2025-10-27 01:10:00,-3.41,discharge,0.0,-0.0,1339.9199999999998,-0.0,712930.2746
2025-10-27 01:15:00,0.0,discharge,0.0,-0.0,1339.9199999999998,0.0,712930.2746
2025-10-27 01:20:00,-5.72,discharge,0.0,-0.0,1339.9199999999998,-0.0,712930.2746
2025-10-27 01:25:00,-3.49,discharge,0.0,-0.0,1339.9199999999998,-0.0,712930.2746
2025-10-27 01:30:00,0.0,discharge,0.0,-0.0,1339.9199999999998,0.0,712930.2746
2025-10-27 01:35:00,0.0,discharge,0.0,-0.0,1339.9199999999998,0.0,712930.2746
2025-10-27 01:40:00,0.01,discharge,0.0,-0.0,1339.9199999999998,0.0,712930.2746
2025-10-27 01:45:00,0.24,discharge,0.0,-0.0,1339.9199999999998,0.0,712930.2746
2025-10-27 01:50:00,0.24,discharge,0.0,-0.0,1339.9199999999998,0.0,712930.2746
